rois,infranormal_pt,supranormal_pt,infranormal_ft,supranormal_ft
centile_CT_bankssts,4.651162790697675,6.976744186046512,3.7383177570093453,2.803738317757009
centile_CT_caudalanteriorcingulate,4.651162790697675,11.627906976744185,4.672897196261682,1.8691588785046727
centile_CT_caudalmiddlefrontal,0.0,4.651162790697675,7.476635514018691,4.672897196261682
centile_CT_cuneus,6.976744186046512,6.976744186046512,5.607476635514018,4.672897196261682
centile_CT_entorhinal,13.953488372093023,6.976744186046512,3.7383177570093453,7.476635514018691
centile_CT_fusiform,4.651162790697675,4.651162790697675,5.607476635514018,3.7383177570093453
centile_CT_inferiorparietal,13.953488372093023,6.976744186046512,5.607476635514018,5.607476635514018
centile_CT_inferiortemporal,4.651162790697675,11.627906976744185,3.7383177570093453,7.476635514018691
centile_CT_isthmuscingulate,4.651162790697675,6.976744186046512,2.803738317757009,3.7383177570093453
centile_CT_lateraloccipital,2.3255813953488373,6.976744186046512,4.672897196261682,5.607476635514018
centile_CT_lateralorbitofrontal,6.976744186046512,9.30232558139535,5.607476635514018,4.672897196261682
centile_CT_lingual,4.651162790697675,9.30232558139535,6.5420560747663545,4.672897196261682
centile_CT_medialorbitofrontal,4.651162790697675,18.6046511627907,3.7383177570093453,6.5420560747663545
centile_CT_middletemporal,9.30232558139535,2.3255813953488373,2.803738317757009,5.607476635514018
centile_CT_parahippocampal,6.976744186046512,9.30232558139535,4.672897196261682,2.803738317757009
centile_CT_paracentral,2.3255813953488373,6.976744186046512,4.672897196261682,6.5420560747663545
centile_CT_parsopercularis,13.953488372093023,6.976744186046512,3.7383177570093453,4.672897196261682
centile_CT_parsorbitalis,16.27906976744186,0.0,4.672897196261682,4.672897196261682
centile_CT_parstriangularis,9.30232558139535,6.976744186046512,4.672897196261682,4.672897196261682
centile_CT_pericalcarine,0.0,9.30232558139535,6.5420560747663545,4.672897196261682
centile_CT_postcentral,9.30232558139535,4.651162790697675,2.803738317757009,5.607476635514018
centile_CT_posteriorcingulate,2.3255813953488373,18.6046511627907,3.7383177570093453,7.476635514018691
centile_CT_precentral,6.976744186046512,2.3255813953488373,5.607476635514018,3.7383177570093453
centile_CT_precuneus,11.627906976744185,13.953488372093023,5.607476635514018,8.411214953271028
centile_CT_rostralanteriorcingulate,6.976744186046512,9.30232558139535,5.607476635514018,4.672897196261682
centile_CT_rostralmiddlefrontal,13.953488372093023,2.3255813953488373,3.7383177570093453,4.672897196261682
centile_CT_superiorfrontal,0.0,11.627906976744185,4.672897196261682,5.607476635514018
centile_CT_superiorparietal,9.30232558139535,11.627906976744185,2.803738317757009,8.411214953271028
centile_CT_superiortemporal,9.30232558139535,9.30232558139535,6.5420560747663545,6.5420560747663545
centile_CT_supramarginal,9.30232558139535,11.627906976744185,4.672897196261682,5.607476635514018
centile_CT_frontalpole,4.651162790697675,6.976744186046512,4.672897196261682,5.607476635514018
centile_CT_temporalpole,4.651162790697675,0.0,4.672897196261682,2.803738317757009
centile_CT_transversetemporal,0.0,11.627906976744185,4.672897196261682,6.5420560747663545
centile_CT_insula,9.30232558139535,0.0,4.672897196261682,3.7383177570093453
