rois,infranormal_pt,supranormal_pt,infranormal_ft,supranormal_ft
centile_CT_bankssts,42.857142857142854,0.0,3.7383177570093453,2.803738317757009
centile_CT_caudalanteriorcingulate,14.285714285714285,7.142857142857142,4.672897196261682,1.8691588785046727
centile_CT_caudalmiddlefrontal,7.142857142857142,0.0,7.476635514018691,4.672897196261682
centile_CT_cuneus,28.57142857142857,7.142857142857142,5.607476635514018,4.672897196261682
centile_CT_entorhinal,14.285714285714285,0.0,3.7383177570093453,7.476635514018691
centile_CT_fusiform,14.285714285714285,0.0,5.607476635514018,3.7383177570093453
centile_CT_inferiorparietal,42.857142857142854,0.0,5.607476635514018,5.607476635514018
centile_CT_inferiortemporal,7.142857142857142,0.0,3.7383177570093453,7.476635514018691
centile_CT_isthmuscingulate,0.0,28.57142857142857,2.803738317757009,3.7383177570093453
centile_CT_lateraloccipital,7.142857142857142,7.142857142857142,4.672897196261682,5.607476635514018
centile_CT_lateralorbitofrontal,7.142857142857142,0.0,5.607476635514018,4.672897196261682
centile_CT_lingual,14.285714285714285,14.285714285714285,6.5420560747663545,4.672897196261682
centile_CT_medialorbitofrontal,0.0,28.57142857142857,3.7383177570093453,6.5420560747663545
centile_CT_middletemporal,57.14285714285714,0.0,2.803738317757009,5.607476635514018
centile_CT_parahippocampal,21.428571428571427,7.142857142857142,4.672897196261682,2.803738317757009
centile_CT_paracentral,7.142857142857142,14.285714285714285,4.672897196261682,6.5420560747663545
centile_CT_parsopercularis,7.142857142857142,0.0,3.7383177570093453,4.672897196261682
centile_CT_parsorbitalis,50.0,0.0,4.672897196261682,4.672897196261682
centile_CT_parstriangularis,21.428571428571427,0.0,4.672897196261682,4.672897196261682
centile_CT_pericalcarine,0.0,7.142857142857142,6.5420560747663545,4.672897196261682
centile_CT_postcentral,14.285714285714285,0.0,2.803738317757009,5.607476635514018
centile_CT_posteriorcingulate,21.428571428571427,14.285714285714285,3.7383177570093453,7.476635514018691
centile_CT_precentral,21.428571428571427,0.0,5.607476635514018,3.7383177570093453
centile_CT_precuneus,14.285714285714285,0.0,5.607476635514018,8.411214953271028
centile_CT_rostralanteriorcingulate,0.0,7.142857142857142,5.607476635514018,4.672897196261682
centile_CT_rostralmiddlefrontal,14.285714285714285,0.0,3.7383177570093453,4.672897196261682
centile_CT_superiorfrontal,0.0,7.142857142857142,4.672897196261682,5.607476635514018
centile_CT_superiorparietal,35.714285714285715,0.0,2.803738317757009,8.411214953271028
centile_CT_superiortemporal,28.57142857142857,0.0,6.5420560747663545,6.5420560747663545
centile_CT_supramarginal,28.57142857142857,0.0,4.672897196261682,5.607476635514018
centile_CT_frontalpole,0.0,0.0,4.672897196261682,5.607476635514018
centile_CT_temporalpole,14.285714285714285,0.0,4.672897196261682,2.803738317757009
centile_CT_transversetemporal,14.285714285714285,0.0,4.672897196261682,6.5420560747663545
centile_CT_insula,14.285714285714285,0.0,4.672897196261682,3.7383177570093453
