rois,infranormal_pt,supranormal_pt,infranormal_ft,supranormal_ft
centile_CT_bankssts,0.0,16.0,3.546099290780142,4.787234042553192
centile_CT_caudalanteriorcingulate,0.0,40.0,5.49645390070922,4.078014184397164
centile_CT_caudalmiddlefrontal,4.0,4.0,1.0638297872340425,5.673758865248227
centile_CT_cuneus,0.0,8.0,1.2411347517730498,4.964539007092199
centile_CT_entorhinal,0.0,0.0,4.432624113475177,4.787234042553192
centile_CT_fusiform,12.0,0.0,2.6595744680851063,4.964539007092199
centile_CT_inferiorparietal,0.0,0.0,0.1773049645390071,4.432624113475177
centile_CT_inferiortemporal,0.0,8.0,1.2411347517730498,5.851063829787234
centile_CT_isthmuscingulate,0.0,4.0,2.8368794326241136,3.1914893617021276
centile_CT_lateraloccipital,0.0,0.0,0.3546099290780142,3.900709219858156
centile_CT_lateralorbitofrontal,0.0,8.0,1.950354609929078,5.49645390070922
centile_CT_lingual,0.0,20.0,3.0141843971631204,5.319148936170213
centile_CT_medialorbitofrontal,12.0,8.0,3.1914893617021276,5.49645390070922
centile_CT_middletemporal,4.0,4.0,1.0638297872340425,5.673758865248227
centile_CT_parahippocampal,0.0,4.0,4.078014184397164,4.964539007092199
centile_CT_paracentral,0.0,32.0,3.368794326241135,4.787234042553192
centile_CT_parsopercularis,0.0,28.000000000000004,2.304964539007092,4.432624113475177
centile_CT_parsorbitalis,0.0,0.0,1.950354609929078,4.25531914893617
centile_CT_parstriangularis,4.0,16.0,3.368794326241135,6.205673758865248
centile_CT_pericalcarine,0.0,12.0,4.964539007092199,5.851063829787234
centile_CT_postcentral,0.0,8.0,3.0141843971631204,5.49645390070922
centile_CT_posteriorcingulate,0.0,20.0,4.432624113475177,3.900709219858156
centile_CT_precentral,0.0,32.0,1.5957446808510638,4.609929078014184
centile_CT_precuneus,0.0,4.0,3.0141843971631204,4.964539007092199
centile_CT_rostralanteriorcingulate,0.0,20.0,4.609929078014184,3.723404255319149
centile_CT_rostralmiddlefrontal,8.0,4.0,3.1914893617021276,6.73758865248227
centile_CT_superiorfrontal,0.0,8.0,2.4822695035460995,5.49645390070922
centile_CT_superiorparietal,0.0,8.0,1.2411347517730498,5.673758865248227
centile_CT_superiortemporal,0.0,32.0,1.950354609929078,4.964539007092199
centile_CT_supramarginal,0.0,0.0,0.7092198581560284,4.609929078014184
centile_CT_frontalpole,4.0,0.0,0.5319148936170213,4.25531914893617
centile_CT_temporalpole,0.0,8.0,3.0141843971631204,4.787234042553192
centile_CT_transversetemporal,0.0,8.0,2.4822695035460995,5.319148936170213
centile_CT_insula,0.0,24.0,4.964539007092199,4.432624113475177
