rois,infranormal_pt,supranormal_pt,infranormal_ft,supranormal_ft
centile_CT_bankssts,16.417910447761194,2.9850746268656714,3.7383177570093453,2.803738317757009
centile_CT_caudalanteriorcingulate,2.9850746268656714,1.4925373134328357,4.672897196261682,1.8691588785046727
centile_CT_caudalmiddlefrontal,4.477611940298507,2.9850746268656714,7.476635514018691,4.672897196261682
centile_CT_cuneus,5.970149253731343,4.477611940298507,5.607476635514018,4.672897196261682
centile_CT_entorhinal,13.432835820895523,5.970149253731343,3.7383177570093453,7.476635514018691
centile_CT_fusiform,11.940298507462686,0.0,5.607476635514018,3.7383177570093453
centile_CT_inferiorparietal,16.417910447761194,1.4925373134328357,5.607476635514018,5.607476635514018
centile_CT_inferiortemporal,8.955223880597014,2.9850746268656714,3.7383177570093453,7.476635514018691
centile_CT_isthmuscingulate,2.9850746268656714,5.970149253731343,2.803738317757009,3.7383177570093453
centile_CT_lateraloccipital,2.9850746268656714,2.9850746268656714,4.672897196261682,5.607476635514018
centile_CT_lateralorbitofrontal,7.462686567164178,8.955223880597014,5.607476635514018,4.672897196261682
centile_CT_lingual,8.955223880597014,4.477611940298507,6.5420560747663545,4.672897196261682
centile_CT_medialorbitofrontal,1.4925373134328357,13.432835820895523,3.7383177570093453,6.5420560747663545
centile_CT_middletemporal,22.388059701492537,2.9850746268656714,2.803738317757009,5.607476635514018
centile_CT_parahippocampal,5.970149253731343,2.9850746268656714,4.672897196261682,2.803738317757009
centile_CT_paracentral,2.9850746268656714,11.940298507462686,4.672897196261682,6.5420560747663545
centile_CT_parsopercularis,11.940298507462686,4.477611940298507,3.7383177570093453,4.672897196261682
centile_CT_parsorbitalis,26.865671641791046,0.0,4.672897196261682,4.672897196261682
centile_CT_parstriangularis,8.955223880597014,1.4925373134328357,4.672897196261682,4.672897196261682
centile_CT_pericalcarine,4.477611940298507,4.477611940298507,6.5420560747663545,4.672897196261682
centile_CT_postcentral,17.91044776119403,4.477611940298507,2.803738317757009,5.607476635514018
centile_CT_posteriorcingulate,1.4925373134328357,7.462686567164178,3.7383177570093453,7.476635514018691
centile_CT_precentral,11.940298507462686,1.4925373134328357,5.607476635514018,3.7383177570093453
centile_CT_precuneus,10.44776119402985,5.970149253731343,5.607476635514018,8.411214953271028
centile_CT_rostralanteriorcingulate,2.9850746268656714,5.970149253731343,5.607476635514018,4.672897196261682
centile_CT_rostralmiddlefrontal,14.925373134328357,0.0,3.7383177570093453,4.672897196261682
centile_CT_superiorfrontal,2.9850746268656714,7.462686567164178,4.672897196261682,5.607476635514018
centile_CT_superiorparietal,13.432835820895523,2.9850746268656714,2.803738317757009,8.411214953271028
centile_CT_superiortemporal,13.432835820895523,5.970149253731343,6.5420560747663545,6.5420560747663545
centile_CT_supramarginal,16.417910447761194,2.9850746268656714,4.672897196261682,5.607476635514018
centile_CT_frontalpole,4.477611940298507,5.970149253731343,4.672897196261682,5.607476635514018
centile_CT_temporalpole,7.462686567164178,1.4925373134328357,4.672897196261682,2.803738317757009
centile_CT_transversetemporal,2.9850746268656714,5.970149253731343,4.672897196261682,6.5420560747663545
centile_CT_insula,5.970149253731343,1.4925373134328357,4.672897196261682,3.7383177570093453
