rois,infranormal_pt,supranormal_pt,infranormal_ft,supranormal_ft
centile_CT_bankssts,4.651162790697675,4.651162790697675,3.546099290780142,4.787234042553192
centile_CT_caudalanteriorcingulate,0.0,10.465116279069768,5.49645390070922,4.078014184397164
centile_CT_caudalmiddlefrontal,3.488372093023256,3.488372093023256,1.0638297872340425,5.673758865248227
centile_CT_cuneus,1.1627906976744187,4.651162790697675,1.2411347517730498,4.964539007092199
centile_CT_entorhinal,3.488372093023256,12.790697674418606,4.432624113475177,4.787234042553192
centile_CT_fusiform,3.488372093023256,4.651162790697675,2.6595744680851063,4.964539007092199
centile_CT_inferiorparietal,3.488372093023256,2.3255813953488373,0.1773049645390071,4.432624113475177
centile_CT_inferiortemporal,1.1627906976744187,6.976744186046512,1.2411347517730498,5.851063829787234
centile_CT_isthmuscingulate,2.3255813953488373,1.1627906976744187,2.8368794326241136,3.1914893617021276
centile_CT_lateraloccipital,0.0,2.3255813953488373,0.3546099290780142,3.900709219858156
centile_CT_lateralorbitofrontal,0.0,2.3255813953488373,1.950354609929078,5.49645390070922
centile_CT_lingual,3.488372093023256,9.30232558139535,3.0141843971631204,5.319148936170213
centile_CT_medialorbitofrontal,4.651162790697675,6.976744186046512,3.1914893617021276,5.49645390070922
centile_CT_middletemporal,1.1627906976744187,4.651162790697675,1.0638297872340425,5.673758865248227
centile_CT_parahippocampal,3.488372093023256,6.976744186046512,4.078014184397164,4.964539007092199
centile_CT_paracentral,2.3255813953488373,13.953488372093023,3.368794326241135,4.787234042553192
centile_CT_parsopercularis,1.1627906976744187,9.30232558139535,2.304964539007092,4.432624113475177
centile_CT_parsorbitalis,3.488372093023256,10.465116279069768,1.950354609929078,4.25531914893617
centile_CT_parstriangularis,0.0,8.13953488372093,3.368794326241135,6.205673758865248
centile_CT_pericalcarine,2.3255813953488373,10.465116279069768,4.964539007092199,5.851063829787234
centile_CT_postcentral,1.1627906976744187,5.813953488372093,3.0141843971631204,5.49645390070922
centile_CT_posteriorcingulate,4.651162790697675,4.651162790697675,4.432624113475177,3.900709219858156
centile_CT_precentral,6.976744186046512,4.651162790697675,1.5957446808510638,4.609929078014184
centile_CT_precuneus,1.1627906976744187,5.813953488372093,3.0141843971631204,4.964539007092199
centile_CT_rostralanteriorcingulate,10.465116279069768,2.3255813953488373,4.609929078014184,3.723404255319149
centile_CT_rostralmiddlefrontal,8.13953488372093,8.13953488372093,3.1914893617021276,6.73758865248227
centile_CT_superiorfrontal,4.651162790697675,8.13953488372093,2.4822695035460995,5.49645390070922
centile_CT_superiorparietal,1.1627906976744187,3.488372093023256,1.2411347517730498,5.673758865248227
centile_CT_superiortemporal,0.0,5.813953488372093,1.950354609929078,4.964539007092199
centile_CT_supramarginal,0.0,3.488372093023256,0.7092198581560284,4.609929078014184
centile_CT_frontalpole,0.0,2.3255813953488373,0.5319148936170213,4.25531914893617
centile_CT_temporalpole,0.0,18.6046511627907,3.0141843971631204,4.787234042553192
centile_CT_transversetemporal,1.1627906976744187,8.13953488372093,2.4822695035460995,5.319148936170213
centile_CT_insula,1.1627906976744187,8.13953488372093,4.964539007092199,4.432624113475177
