rois,PT_sub_with_infranormal_dev_%,PT_sub_with_supranormal_dev_%,FT_sub_with_infranormal_dev_%,FT_sub_with_supranormal_dev_%
centile_WMV,8.37696335078534,7.329842931937172,4.564387365498091,5.067684831655675
centile_GMV,8.37696335078534,3.664921465968586,4.911489066296425,4.599097535577925
centile_sGMV,8.900523560209423,2.6178010471204187,5.102395001735509,4.876778896216591
