rois,PT_sub_with_infranormal_dev_%,PT_sub_with_supranormal_dev_%,FT_sub_with_infranormal_dev_%,FT_sub_with_supranormal_dev_%
centile_CT_bankssts,6.806282722513089,5.7591623036649215,4.442901770218674,5.848663658451926
centile_CT_caudalanteriorcingulate,3.1413612565445024,11.518324607329843,3.5057271780631725,6.230475529330094
centile_CT_caudalmiddlefrontal,5.7591623036649215,3.664921465968586,4.842068726136758,5.0329746615758415
centile_CT_cuneus,3.664921465968586,6.282722513089005,4.790003471017008,5.432141617493926
centile_CT_entorhinal,4.712041884816754,7.853403141361256,4.460256855258591,5.952794168691426
centile_CT_fusiform,4.712041884816754,6.806282722513089,4.30406108989934,5.501561957653593
centile_CT_inferiorparietal,5.2356020942408374,5.7591623036649215,4.25199583477959,6.19576535925026
centile_CT_inferiortemporal,5.7591623036649215,5.2356020942408374,4.269350919819507,5.779243318292259
centile_CT_isthmuscingulate,4.712041884816754,9.947643979057592,4.182575494619924,5.414786532454009
centile_CT_lateraloccipital,3.664921465968586,8.900523560209423,4.894133981256508,5.692467893092676
centile_CT_lateralorbitofrontal,6.806282722513089,6.282722513089005,5.050329746615759,4.547032280458174
centile_CT_lingual,5.7591623036649215,5.7591623036649215,4.651162790697675,4.998264491496009
centile_CT_medialorbitofrontal,6.806282722513089,6.282722513089005,5.050329746615759,5.380076362374176
centile_CT_middletemporal,8.37696335078534,2.6178010471204187,4.442901770218674,5.362721277334259
centile_CT_parahippocampal,2.6178010471204187,9.947643979057592,4.390836515098924,5.362721277334259
centile_CT_paracentral,4.712041884816754,7.853403141361256,4.009024644220757,5.2412356820548425
centile_CT_parsopercularis,4.18848167539267,6.282722513089005,4.842068726136758,5.015619576535925
centile_CT_parsorbitalis,11.518324607329843,4.712041884816754,4.321416174939257,5.484206872613676
centile_CT_parstriangularis,10.99476439790576,5.2356020942408374,4.547032280458174,5.2412356820548425
centile_CT_pericalcarine,6.282722513089005,10.471204188481675,4.894133981256508,4.651162790697675
centile_CT_postcentral,3.664921465968586,4.712041884816754,3.8528288788615064,5.709822978132593
centile_CT_posteriorcingulate,4.712041884816754,8.37696335078534,3.713988198542173,5.779243318292259
centile_CT_precentral,6.806282722513089,2.094240837696335,4.651162790697675,4.390836515098924
centile_CT_precuneus,3.1413612565445024,8.37696335078534,4.599097535577925,4.946199236376259
centile_CT_rostralanteriorcingulate,3.664921465968586,5.2356020942408374,5.015619576535925,5.050329746615759
centile_CT_rostralmiddlefrontal,5.7591623036649215,5.2356020942408374,4.529677195418257,5.015619576535925
centile_CT_superiorfrontal,8.37696335078534,5.2356020942408374,4.234640749739674,5.2933009371745925
centile_CT_superiorparietal,5.2356020942408374,5.7591623036649215,4.599097535577925,5.258590767094759
centile_CT_superiortemporal,2.6178010471204187,13.612565445026178,4.512322110378341,5.779243318292259
centile_CT_supramarginal,4.712041884816754,6.282722513089005,5.258590767094759,5.779243318292259
centile_CT_frontalpole,4.18848167539267,4.18848167539267,4.14786532454009,5.761888233252343
centile_CT_temporalpole,4.712041884816754,4.18848167539267,4.425546685178757,5.623047552933009
centile_CT_transversetemporal,6.282722513089005,5.7591623036649215,4.824713641096841,5.1371051718153415
centile_CT_insula,5.7591623036649215,3.1413612565445024,5.223880597014925,5.501561957653593
