PC1_CT,SES_parent_education
-1.1288417130215176,7.0
-0.5114311247096213,8.0
-2.0259696526777122,8.0
-0.8476647305947513,9.0
-0.9288030923365571,9.0
-0.9308321759721343,9.0
0.7294769396564149,10.5
1.0239449463067842,11.0
0.08624825090977373,11.0
-1.8087476839784218,11.0
-1.3229883996281202,11.0
1.7202405602038167,12.0
0.14293674607039497,12.0
1.8402668956342745,12.0
-0.01227924179736295,12.5
-0.3996044751354795,12.5
-2.165553524403275,12.5
-0.534144444765233,13.0
1.4662105204150016,13.0
-0.3003943619820295,13.0
-2.4398804312686493,13.0
-1.5722418824371347,13.0
-0.9157545834534921,13.0
1.476458225694668,13.0
-2.174402570231594,13.0
-0.19326775774513694,13.0
-1.1730178547180223,13.0
2.0817990352714237,13.0
-0.4251777197582931,13.0
1.6791034200962334,13.5
1.7800701920631812,13.5
1.7645487045403585,14.0
-0.08004987926767848,14.0
-1.689080511451209,14.0
0.16003080776548506,14.0
1.0843697634497214,14.0
-0.873096642451799,14.5
0.9614888605959955,14.5
1.5413501391562074,14.5
-0.728292389834162,14.5
0.5204258795653107,14.5
0.8862497715532092,14.5
1.240210062188607,14.5
0.3449361728572127,14.5
0.36028919498953016,15.0
0.8116863455815491,15.0
1.2359905605595727,15.0
-0.9683008423577177,15.0
0.12248535242365044,15.0
0.7526539460370034,15.0
-0.63646520887559,15.0
-1.0054788943503916,15.0
1.2131641917448035,15.0
-1.59781537021398,15.0
-1.1747766538048618,15.0
1.3363592797665729,15.0
2.3828026117908947,15.0
0.5319673943743171,15.0
0.5626535128913601,15.0
-0.8490950771883252,15.0
0.3452343799950599,15.0
-1.5742039758125324,15.5
0.7325038950173219,15.5
0.7427020027115003,15.5
0.6910323337498259,15.5
-0.14362962763054155,15.5
-0.4876415029157628,15.5
-0.42292518285230374,15.5
-1.3997556870624261,15.5
-1.036010287032156,15.5
1.6102896668615236,15.5
-1.5301388731612253,15.5
-0.47716684428600153,15.5
-0.7962817135285265,15.5
-0.8898223784893553,15.5
1.2340116924245463,15.5
-0.8066769166970298,15.5
1.0781291328351803,16.0
-0.9249682197585869,16.0
0.10234874099085767,16.0
-0.9195717717870717,16.0
-2.3487918108327652,16.0
1.3466355164110122,16.0
-0.02688794903745695,16.0
0.02167291983249875,16.0
2.1722131069089294,16.0
0.5773561440230228,16.0
0.46790839213948354,16.0
1.8797219637744225,16.0
-0.326192967288101,16.0
-0.23288031800470677,16.0
0.6893634598063367,16.0
1.9271300085541596,16.0
2.315350630959697,16.0
0.33721788251659524,16.5
-0.7042603552780871,16.5
1.2239336338717801,16.5
-0.17506382062371584,16.5
-0.9209631341517837,16.5
-0.14761190241296385,16.5
-1.0381942944535263,16.5
-0.5756531115473549,16.5
-0.2448715448851857,16.5
1.429703915320593,16.5
0.5759165867486153,16.5
0.9991193520750552,16.5
0.30265767194295945,16.5
-1.6668318802554383,16.5
0.1473480756999166,16.5
-0.5044139592074739,17.0
-1.6008338327800453,17.0
0.6865537498999226,17.0
0.45480196440199316,17.0
0.35360707306023187,17.0
-1.206458780189514,17.0
-0.2817713381281286,17.0
1.1333029082016033,17.0
0.42457229241957606,17.0
1.4624527873678779,17.0
1.2319035031432368,17.0
-0.8298589204997882,17.0
-1.658856313266791,17.0
1.259524125765974,17.0
0.5945071612327513,17.5
0.7833898507468824,17.5
-0.7036203158215626,17.5
-1.3391438670348623,17.5
0.929073183541004,18.0
-0.3485187524454676,18.0
-0.7886057593987434,18.0
0.9416285809480307,18.0
-1.3677436422941538,18.0
2.209698124511396,18.0
0.09159431980531707,18.0
1.5189140153746004,18.0
-0.16053379322794026,18.0
-0.3386119017582394,18.0
0.23549108270575658,18.0
0.708032225099704,18.0
-1.4245255643317296,18.0
0.5179770516630207,18.0
0.17176799010190136,18.0
-0.15507923975401505,18.0
-0.9792076890061645,18.0
-0.3260345333882442,18.0
-0.10810844767942163,18.0
-2.067798405965339,18.0
0.6675506658575832,18.0
0.9079200689721674,18.0
0.5802010610689514,18.0
0.9646591461588088,18.5
0.33002122282806434,18.5
0.28555479382238946,18.5
-0.47501093560231356,18.5
-1.2211643491824926,18.5
-0.7751981346798753,18.5
0.6725938910204023,18.5
-0.847769929271273,18.5
0.2599595964034829,18.5
-0.9574515276722966,18.5
-0.8794546764290472,18.5
-0.551711266069399,18.5
-1.343673321567406,18.5
0.05573533025398447,19.0
-1.650925440939509,19.0
0.6847956733348468,19.0
1.106117841662396,19.0
-0.1095050583504591,19.0
1.1192033454167678,19.0
-0.27328171314039285,19.0
0.852813935856886,19.0
0.9342449553376655,19.0
-1.7030554012156944,19.0
0.5749688703808999,19.0
-2.146576515252755,19.0
-0.014963764225443654,19.0
1.1028330920419505,19.5
-1.2651930550167925,19.5
-0.4306617586709667,19.5
-0.9046690516707672,19.5
-0.9938069592011591,19.5
1.2008513170100534,19.5
-1.1900358017428159,19.5
0.47511199401045534,20.0
0.9348930872642303,20.0
0.6709378970467172,20.0
-0.5103569113338975,21.0
