PC1_SA,SES_parent_education
0.12265101812347101,7.0
-0.13214315789148756,8.0
-0.7036733807695654,8.0
-2.637918375365952,9.0
-0.08070903900118687,9.0
1.4302959882326238,9.0
0.06341010967774707,10.5
-0.7072062036611579,11.0
-1.4485381181442278,11.0
1.41341995303919,11.0
-1.309929242236625,12.0
0.24978719771985114,12.0
0.7632176503212302,12.0
-1.7936677839681636,12.5
-0.5497474386272603,12.5
-1.4728725375188427,12.5
-0.38878326598315516,13.0
-0.42190395463204444,13.0
-0.8372052121415035,13.0
0.7095923517424652,13.0
-1.025852694289803,13.0
-0.009209379959341124,13.0
1.4118147195716757,13.0
-0.49820852386368575,13.0
-1.148806554002976,13.0
0.7585999140474744,13.0
-1.211871784998926,13.5
-1.9414785143703375,13.5
0.7912149764234759,14.0
-1.6478291072917848,14.0
1.7065411954681613,14.0
-0.7857651119272426,14.0
-0.3209952931639979,14.0
-0.49481993142647873,14.5
-1.8996773947284957,14.5
-1.020787675513049,14.5
1.427993525232921,14.5
-2.5479279716813457,14.5
-1.0339820641127067,14.5
-0.9548295523448886,14.5
0.39074123574443265,14.5
0.7725605074338104,15.0
-1.9440304186960584,15.0
-1.0405311704286753,15.0
-1.9523262232445528,15.0
-2.016460517961903,15.0
-0.7161180883091633,15.0
-0.8865916794566686,15.0
-0.1979715884971629,15.0
-0.07753851090540342,15.0
-0.6190140373089963,15.0
-2.005038407485162,15.0
-1.1932788927258342,15.0
-1.8164914589150647,15.0
-0.9298127116619419,15.5
-0.5302609088075498,15.5
0.6958992158691544,15.5
-0.1702809565382566,15.5
0.18988895406109618,15.5
2.1004065214274714,15.5
0.5079292916678964,15.5
-1.2882717896144846,15.5
0.6564130223261593,15.5
0.04460490140059159,15.5
-0.7915977908203171,15.5
0.5907774604480696,15.5
-0.9673118325420764,15.5
1.3969098448098194,16.0
0.3447099407048668,16.0
-0.17036721401787647,16.0
-1.1851847349733504,16.0
-1.0575204755299135,16.0
0.8392164373004842,16.0
0.2723244402020839,16.0
0.3414999216975194,16.0
0.09080925489771419,16.0
0.7851060825207186,16.0
-1.4097381760232486,16.0
-0.6346203686216567,16.0
-1.427592572290058,16.0
-1.4501529240440798,16.5
0.9443480751031457,16.5
1.6178563844256564,16.5
-0.42180601228819103,16.5
-0.03366221882374543,16.5
0.4439363760704711,16.5
-0.030907620536473335,16.5
2.483774724530437,16.5
-1.5542459774339434,16.5
-0.06717423936336564,16.5
-0.8148355256606319,17.0
0.9794477338460759,17.0
-0.0548503936206326,17.0
-0.5868988508699635,17.0
-0.500770841314877,17.0
-1.3883376715274376,17.0
-0.7960940676650519,17.0
-1.7267907555361748,17.5
-0.27538550217241564,17.5
1.9379806716389263,18.0
0.7402583472467201,18.0
-0.33420519397626336,18.0
0.8612097410876505,18.0
0.11211425188983126,18.0
1.0668673872743666,18.0
-1.1896971159728573,18.0
0.053828604498858734,18.0
0.2509441726120789,18.0
-0.6042058822663909,18.0
0.4926961293554961,18.0
1.6536430080823648,18.0
-1.7496410323794633,18.0
-1.2554102432218404,18.0
1.5720909079430214,18.5
-1.9207553612138537,18.5
1.4744473820911663,18.5
0.15793800951269343,18.5
1.950904218716687,18.5
0.8398610856328435,18.5
-0.003225044847011471,18.5
1.0480941629991878,18.5
0.41496703448739547,18.5
-1.0292268127675857,18.5
0.35578495162853896,18.5
-1.8185356407225677,19.0
0.023955901653681444,19.0
-0.5523290138739445,19.0
-0.3978945947559298,19.0
0.9258974609358264,19.0
1.250142003230236,19.0
0.9407197441890189,19.0
-0.48079145070832263,19.0
0.03689369434593415,19.0
0.5100689737337123,19.0
-1.8352767854725978,19.0
0.4624170391695812,19.0
-0.15451250760862134,19.5
0.46782267245169784,19.5
1.7245265683622968,19.5
0.0002858991972281011,19.5
0.7548290434697122,19.5
1.0820624932211236,19.5
-0.345154856118016,19.5
1.034623748932686,20.0
0.23454732424575075,21.0
