rois,PT_sub_with_infranormal_dev_%,PT_sub_with_supranormal_dev_%,FT_sub_with_infranormal_dev_%,FT_sub_with_supranormal_dev_%
centile_CT_bankssts,16.049382716049383,4.938271604938271,3.7383177570093453,2.803738317757009
centile_CT_caudalanteriorcingulate,4.938271604938271,6.172839506172839,4.672897196261682,1.8691588785046727
centile_CT_caudalmiddlefrontal,4.938271604938271,2.4691358024691357,7.476635514018691,4.672897196261682
centile_CT_cuneus,8.641975308641975,4.938271604938271,5.607476635514018,4.672897196261682
centile_CT_entorhinal,11.11111111111111,7.4074074074074066,3.7383177570093453,7.476635514018691
centile_CT_fusiform,11.11111111111111,1.2345679012345678,5.607476635514018,3.7383177570093453
centile_CT_inferiorparietal,18.51851851851852,2.4691358024691357,5.607476635514018,5.607476635514018
centile_CT_inferiortemporal,7.4074074074074066,6.172839506172839,3.7383177570093453,7.476635514018691
centile_CT_isthmuscingulate,2.4691358024691357,6.172839506172839,2.803738317757009,3.7383177570093453
centile_CT_lateraloccipital,3.7037037037037033,1.2345679012345678,4.672897196261682,5.607476635514018
centile_CT_lateralorbitofrontal,7.4074074074074066,4.938271604938271,5.607476635514018,4.672897196261682
centile_CT_lingual,9.876543209876543,7.4074074074074066,6.5420560747663545,4.672897196261682
centile_CT_medialorbitofrontal,2.4691358024691357,14.814814814814813,3.7383177570093453,6.5420560747663545
centile_CT_middletemporal,20.98765432098765,2.4691358024691357,2.803738317757009,5.607476635514018
centile_CT_parahippocampal,8.641975308641975,7.4074074074074066,4.672897196261682,2.803738317757009
centile_CT_paracentral,2.4691358024691357,9.876543209876543,4.672897196261682,6.5420560747663545
centile_CT_parsopercularis,11.11111111111111,4.938271604938271,3.7383177570093453,4.672897196261682
centile_CT_parsorbitalis,29.629629629629626,0.0,4.672897196261682,4.672897196261682
centile_CT_parstriangularis,11.11111111111111,2.4691358024691357,4.672897196261682,4.672897196261682
centile_CT_pericalcarine,2.4691358024691357,7.4074074074074066,6.5420560747663545,4.672897196261682
centile_CT_postcentral,12.345679012345679,4.938271604938271,2.803738317757009,5.607476635514018
centile_CT_posteriorcingulate,3.7037037037037033,12.345679012345679,3.7383177570093453,7.476635514018691
centile_CT_precentral,13.580246913580247,1.2345679012345678,5.607476635514018,3.7383177570093453
centile_CT_precuneus,9.876543209876543,6.172839506172839,5.607476635514018,8.411214953271028
centile_CT_rostralanteriorcingulate,4.938271604938271,4.938271604938271,5.607476635514018,4.672897196261682
centile_CT_rostralmiddlefrontal,13.580246913580247,0.0,3.7383177570093453,4.672897196261682
centile_CT_superiorfrontal,2.4691358024691357,7.4074074074074066,4.672897196261682,5.607476635514018
centile_CT_superiorparietal,12.345679012345679,6.172839506172839,2.803738317757009,8.411214953271028
centile_CT_superiortemporal,12.345679012345679,6.172839506172839,6.5420560747663545,6.5420560747663545
centile_CT_supramarginal,16.049382716049383,6.172839506172839,4.672897196261682,5.607476635514018
centile_CT_frontalpole,4.938271604938271,7.4074074074074066,4.672897196261682,5.607476635514018
centile_CT_temporalpole,8.641975308641975,1.2345679012345678,4.672897196261682,2.803738317757009
centile_CT_transversetemporal,4.938271604938271,6.172839506172839,4.672897196261682,6.5420560747663545
centile_CT_insula,8.641975308641975,1.2345679012345678,4.672897196261682,3.7383177570093453
