Supranormal deviation,Infranormal deviation,ROI
5.607476635514018,6.5420560747663545,Z_R_insula
6.5420560747663545,6.5420560747663545,Z_L_insula
6.5420560747663545,2.803738317757009,Z_R_transversetemporal
5.607476635514018,6.5420560747663545,Z_L_transversetemporal
2.803738317757009,6.5420560747663545,Z_R_temporalpole
0.9345794392523363,3.7383177570093453,Z_L_temporalpole
5.607476635514018,1.8691588785046727,Z_R_frontalpole
4.672897196261682,4.672897196261682,Z_L_frontalpole
3.7383177570093453,1.8691588785046727,Z_R_supramarginal
3.7383177570093453,6.5420560747663545,Z_L_supramarginal
4.672897196261682,3.7383177570093453,Z_R_superiortemporal
5.607476635514018,3.7383177570093453,Z_L_superiortemporal
6.5420560747663545,3.7383177570093453,Z_R_superiorparietal
5.607476635514018,5.607476635514018,Z_L_superiorparietal
4.672897196261682,2.803738317757009,Z_R_superiorfrontal
6.5420560747663545,4.672897196261682,Z_L_superiorfrontal
5.607476635514018,7.476635514018691,Z_R_rostralmiddlefrontal
5.607476635514018,5.607476635514018,Z_L_rostralmiddlefrontal
5.607476635514018,4.672897196261682,Z_R_rostralanteriorcingulate
6.5420560747663545,2.803738317757009,Z_L_rostralanteriorcingulate
4.672897196261682,5.607476635514018,Z_R_precuneus
5.607476635514018,4.672897196261682,Z_L_precuneus
5.607476635514018,2.803738317757009,Z_R_precentral
2.803738317757009,7.476635514018691,Z_L_precentral
6.5420560747663545,2.803738317757009,Z_R_posteriorcingulate
5.607476635514018,4.672897196261682,Z_L_posteriorcingulate
7.476635514018691,0.9345794392523363,Z_R_postcentral
4.672897196261682,0.9345794392523363,Z_L_postcentral
5.607476635514018,0.9345794392523363,Z_R_pericalcarine
4.672897196261682,3.7383177570093453,Z_L_pericalcarine
5.607476635514018,2.803738317757009,Z_R_parstriangularis
2.803738317757009,3.7383177570093453,Z_L_parstriangularis
3.7383177570093453,6.5420560747663545,Z_R_parsorbitalis
4.672897196261682,3.7383177570093453,Z_L_parsorbitalis
4.672897196261682,3.7383177570093453,Z_R_parsopercularis
3.7383177570093453,7.476635514018691,Z_L_parsopercularis
4.672897196261682,6.5420560747663545,Z_R_paracentral
6.5420560747663545,4.672897196261682,Z_L_paracentral
5.607476635514018,4.672897196261682,Z_R_parahippocampal
4.672897196261682,5.607476635514018,Z_L_parahippocampal
5.607476635514018,2.803738317757009,Z_R_middletemporal
5.607476635514018,2.803738317757009,Z_L_middletemporal
10.2803738317757,1.8691588785046727,Z_R_medialorbitofrontal
5.607476635514018,3.7383177570093453,Z_L_medialorbitofrontal
2.803738317757009,1.8691588785046727,Z_R_lingual
4.672897196261682,4.672897196261682,Z_L_lingual
5.607476635514018,6.5420560747663545,Z_R_lateralorbitofrontal
8.411214953271028,2.803738317757009,Z_L_lateralorbitofrontal
8.411214953271028,1.8691588785046727,Z_R_lateraloccipital
5.607476635514018,4.672897196261682,Z_L_lateraloccipital
3.7383177570093453,2.803738317757009,Z_R_isthmuscingulate
8.411214953271028,1.8691588785046727,Z_L_isthmuscingulate
4.672897196261682,1.8691588785046727,Z_R_inferiortemporal
4.672897196261682,6.5420560747663545,Z_L_inferiortemporal
6.5420560747663545,4.672897196261682,Z_R_inferiorparietal
5.607476635514018,1.8691588785046727,Z_L_inferiorparietal
2.803738317757009,3.7383177570093453,Z_R_fusiform
4.672897196261682,5.607476635514018,Z_L_fusiform
5.607476635514018,4.672897196261682,Z_R_entorhinal
6.5420560747663545,6.5420560747663545,Z_L_entorhinal
4.672897196261682,2.803738317757009,Z_R_cuneus
7.476635514018691,2.803738317757009,Z_L_cuneus
2.803738317757009,6.5420560747663545,Z_R_caudalmiddlefrontal
2.803738317757009,8.411214953271028,Z_L_caudalmiddlefrontal
5.607476635514018,5.607476635514018,Z_R_caudalanteriorcingulate
6.5420560747663545,1.8691588785046727,Z_L_caudalanteriorcingulate
1.8691588785046727,7.476635514018691,Z_R_bankssts
4.672897196261682,7.476635514018691,Z_L_bankssts
