Supranormal deviation,Infranormal deviation,ROI
11.214953271028037,10.2803738317757,Z_R_insula
10.2803738317757,8.411214953271028,Z_L_insula
7.476635514018691,4.672897196261682,Z_R_transversetemporal
10.2803738317757,1.8691588785046727,Z_L_transversetemporal
23.364485981308412,4.672897196261682,Z_R_temporalpole
22.429906542056074,3.7383177570093453,Z_L_temporalpole
38.31775700934579,0.0,Z_R_frontalpole
14.953271028037381,0.0,Z_L_frontalpole
14.953271028037381,1.8691588785046727,Z_R_supramarginal
14.018691588785046,4.672897196261682,Z_L_supramarginal
24.299065420560748,3.7383177570093453,Z_R_superiortemporal
24.299065420560748,7.476635514018691,Z_L_superiortemporal
11.214953271028037,1.8691588785046727,Z_R_superiorparietal
11.214953271028037,3.7383177570093453,Z_L_superiorparietal
17.75700934579439,4.672897196261682,Z_R_superiorfrontal
24.299065420560748,2.803738317757009,Z_L_superiorfrontal
14.953271028037381,4.672897196261682,Z_R_rostralmiddlefrontal
19.626168224299064,0.9345794392523363,Z_L_rostralmiddlefrontal
7.476635514018691,6.5420560747663545,Z_R_rostralanteriorcingulate
10.2803738317757,7.476635514018691,Z_L_rostralanteriorcingulate
6.5420560747663545,4.672897196261682,Z_R_precuneus
7.476635514018691,6.5420560747663545,Z_L_precuneus
24.299065420560748,3.7383177570093453,Z_R_precentral
24.299065420560748,3.7383177570093453,Z_L_precentral
11.214953271028037,7.476635514018691,Z_R_posteriorcingulate
6.5420560747663545,6.5420560747663545,Z_L_posteriorcingulate
14.953271028037381,2.803738317757009,Z_R_postcentral
15.887850467289718,5.607476635514018,Z_L_postcentral
4.672897196261682,5.607476635514018,Z_R_pericalcarine
11.214953271028037,1.8691588785046727,Z_L_pericalcarine
14.018691588785046,6.5420560747663545,Z_R_parstriangularis
10.2803738317757,7.476635514018691,Z_L_parstriangularis
17.75700934579439,1.8691588785046727,Z_R_parsorbitalis
2.803738317757009,0.0,Z_L_parsorbitalis
8.411214953271028,2.803738317757009,Z_R_parsopercularis
10.2803738317757,2.803738317757009,Z_L_parsopercularis
11.214953271028037,4.672897196261682,Z_R_paracentral
13.084112149532709,2.803738317757009,Z_L_paracentral
1.8691588785046727,5.607476635514018,Z_R_parahippocampal
2.803738317757009,3.7383177570093453,Z_L_parahippocampal
25.233644859813083,1.8691588785046727,Z_R_middletemporal
17.75700934579439,0.9345794392523363,Z_L_middletemporal
20.5607476635514,1.8691588785046727,Z_R_medialorbitofrontal
19.626168224299064,2.803738317757009,Z_L_medialorbitofrontal
16.822429906542055,1.8691588785046727,Z_R_lingual
14.953271028037381,1.8691588785046727,Z_L_lingual
31.775700934579437,0.9345794392523363,Z_R_lateralorbitofrontal
20.5607476635514,3.7383177570093453,Z_L_lateralorbitofrontal
28.971962616822427,2.803738317757009,Z_R_lateraloccipital
25.233644859813083,4.672897196261682,Z_L_lateraloccipital
6.5420560747663545,9.345794392523365,Z_R_isthmuscingulate
4.672897196261682,9.345794392523365,Z_L_isthmuscingulate
31.775700934579437,2.803738317757009,Z_R_inferiortemporal
23.364485981308412,0.9345794392523363,Z_L_inferiortemporal
19.626168224299064,1.8691588785046727,Z_R_inferiorparietal
15.887850467289718,7.476635514018691,Z_L_inferiorparietal
27.102803738317753,5.607476635514018,Z_R_fusiform
22.429906542056074,5.607476635514018,Z_L_fusiform
10.2803738317757,5.607476635514018,Z_R_entorhinal
6.5420560747663545,3.7383177570093453,Z_L_entorhinal
12.149532710280374,2.803738317757009,Z_R_cuneus
14.018691588785046,5.607476635514018,Z_L_cuneus
8.411214953271028,3.7383177570093453,Z_R_caudalmiddlefrontal
17.75700934579439,1.8691588785046727,Z_L_caudalmiddlefrontal
5.607476635514018,4.672897196261682,Z_R_caudalanteriorcingulate
4.672897196261682,0.9345794392523363,Z_L_caudalanteriorcingulate
10.2803738317757,3.7383177570093453,Z_R_bankssts
11.214953271028037,3.7383177570093453,Z_L_bankssts
