ROI,t_statistic,dof,Cohen_d,ci_lower,ci_upper,p_value,p_fdr
WMV,1.995141251254951,691.0,-0.006211153450516578,56.920156994794525,7099.350705530083,0.04641973466913991,0.09283946933827981
GMV,-1.332313659543801,691.0,0.30609967342811784,-3274.2144877014825,626.971939945078,0.18319634774030324,0.24426179698707098
sGMV,-0.8960101805863682,691.0,0.2534763365302458,-323.8714343169764,120.89824800742888,0.3705593532360424,0.3705593532360424
meanCT2,5.358299444939201,691.0,-0.41877595518611244,0.013112063048278905,0.02827851327115274,1.1457463173506363e-07,4.582985269402545e-07
