ROI,t_statistic,dof,Cohen_d,ci_lower,ci_upper,p_value,p_fdr
WMV,-1.4726836073418756,5949.0,0.08526600146953642,-11392.596081465934,1618.3679788942272,0.14088927127063028,0.14088927127063028
GMV,-3.7129485787388026,5949.0,0.24286556042996255,-24275.403479443994,-7499.099387010225,0.00020673241102453176,0.0008269296440981271
sGMV,-3.233043406360866,5949.0,0.2065829280206326,-1712.9636231012773,-419.7737336262488,0.001231471346740585,0.00246294269348117
meanCT2,-1.7991473758492162,5949.0,0.14654256457646422,-0.021811346226150066,0.0009353149597876378,0.07204603177706603,0.0960613757027547
