,PC1_loadings
centile_CT_bankssts,0.13952248286479932
centile_CT_caudalanteriorcingulate,0.14335796982218174
centile_CT_caudalmiddlefrontal,0.18880719984270783
centile_CT_cuneus,0.1790747828076669
centile_CT_entorhinal,0.09712430583259421
centile_CT_fusiform,0.16479766356044945
centile_CT_inferiorparietal,0.16737783206306847
centile_CT_inferiortemporal,0.18415686612014953
centile_CT_isthmuscingulate,0.10419647897186178
centile_CT_lateraloccipital,0.17798890896878286
centile_CT_lateralorbitofrontal,0.18555195710448996
centile_CT_lingual,0.17546233720638588
centile_CT_medialorbitofrontal,0.15919870963596672
centile_CT_middletemporal,0.18708413179982245
centile_CT_parahippocampal,0.143416103571885
centile_CT_paracentral,0.18581051766776713
centile_CT_parsopercularis,0.1845039612942849
centile_CT_parsorbitalis,0.18108815297700248
centile_CT_parstriangularis,0.17964495545029938
centile_CT_pericalcarine,0.17881391901896676
centile_CT_postcentral,0.20165806969060182
centile_CT_posteriorcingulate,0.1256894457178304
centile_CT_precentral,0.19074089725574514
centile_CT_precuneus,0.1831937021873817
centile_CT_rostralanteriorcingulate,0.12038297784340879
centile_CT_rostralmiddlefrontal,0.19692831866712876
centile_CT_superiorfrontal,0.19715458216985499
centile_CT_superiorparietal,0.19508698316484213
centile_CT_superiortemporal,0.18962547403190014
centile_CT_supramarginal,0.1871624220326719
centile_CT_frontalpole,0.1609480557384943
centile_CT_temporalpole,0.16154144230279563
centile_CT_transversetemporal,0.16972988002458822
centile_CT_insula,0.1762639402124461
