centile_SA_bankssts,centile_SA_caudalanteriorcingulate,centile_SA_caudalmiddlefrontal,centile_SA_cuneus,centile_SA_entorhinal,centile_SA_fusiform,centile_SA_inferiorparietal,centile_SA_inferiortemporal,centile_SA_isthmuscingulate,centile_SA_lateraloccipital,centile_SA_lateralorbitofrontal,centile_SA_lingual,centile_SA_medialorbitofrontal,centile_SA_middletemporal,centile_SA_parahippocampal,centile_SA_paracentral,centile_SA_parsopercularis,centile_SA_parsorbitalis,centile_SA_parstriangularis,centile_SA_pericalcarine,centile_SA_postcentral,centile_SA_posteriorcingulate,centile_SA_precentral,centile_SA_precuneus,centile_SA_rostralanteriorcingulate,centile_SA_rostralmiddlefrontal,centile_SA_superiorfrontal,centile_SA_superiorparietal,centile_SA_superiortemporal,centile_SA_supramarginal,centile_SA_frontalpole,centile_SA_temporalpole,centile_SA_transversetemporal,centile_SA_insula
1.0,-0.029577256498927083,0.04439873620402001,0.1959040314440819,,0.05871964850180147,0.25470173766948656,0.23530542420472744,0.07144959751904038,0.1811398138988905,0.09245678001089203,-0.08490928776510492,0.2049172440185539,0.44518686406426383,-0.07455273533145426,0.08985820635592087,0.1007341277599577,0.15120386574372222,0.03992929627355156,0.07888771165927337,0.1777179327147221,0.15743157753557335,0.02707459852835774,0.20314101255413441,0.07888771165927337,0.07888771165927337,0.022284835176268374,0.023750322805193277,0.1811398138988905,0.1777179327147221,-0.047385189618084946,-0.035860517703246934,0.05871964850180147,0.18262000305961731
-0.029577256498927083,1.0,0.24331189915848517,0.1671448464026717,,0.178639927168845,0.21953742923528338,0.06698105143372365,0.1285663409656821,0.19366257002812992,-0.020505448591213758,-0.1275894579008856,0.24331189915848517,0.05105312288608167,0.11397254647978122,0.062497739561293314,-0.05933444033386037,0.16853296812356272,-0.007142857142857143,-0.0704896183491286,0.12658013937890214,0.30728055284302547,0.10897449165334452,-0.03044992286029313,0.10859211475406298,-0.0704896183491286,0.062497739561293314,0.03362284952252088,0.08657856071845808,0.12658013937890214,-0.10923286218816287,-0.04742520068343355,0.005524946201098299,0.11397254647978122
0.04439873620402001,0.24331189915848517,1.0,-0.08178061191884843,,0.061670030744937855,0.19640539590076173,0.004989874590434132,0.11915517119686758,0.14206591516789555,0.018415951966208682,0.018415951966208682,0.10476190476190476,0.13524068651867785,0.10680917396691054,0.13230465145133802,0.19640539590076173,0.12225192746563623,-0.04742520068343355,-0.028598032523041293,0.19640539590076173,0.13230465145133802,0.16498091881603572,-0.06446099425404313,0.07479485429103107,0.17818774110510344,0.13230465145133802,-0.12560810202955694,0.018415951966208682,-0.01827026938611737,-0.0900937462695559,-0.11904761904761904,-0.038277950117547636,0.10680917396691054
0.1959040314440819,0.1671448464026717,-0.08178061191884843,1.0,,0.042364667951551804,0.06118559853255822,-0.07712617450935912,-0.10735015821076693,0.09759319479203037,-0.07229125540150397,-0.07229125540150397,-0.08178061191884843,0.09290455523851009,-0.11137022497089867,0.026164619313968192,-0.08628738254591543,-0.07712617450935912,-0.09915372244226286,0.19343382286807972,0.06118559853255822,0.1556106306567582,-0.06723252043624614,0.018786277686884213,-0.09067210446941237,-0.09067210446941237,-0.10328139202882182,0.20865857961103187,-0.07229125540150397,0.06118559853255822,0.13203315686374462,-0.08178061191884843,-0.09495529023623679,-0.11137022497089867
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.05871964850180147,0.178639927168845,0.061670030744937855,0.042364667951551804,,1.0,0.2376327788707517,0.28857244618039335,0.14655066837164313,0.4300041833451104,0.20912771758314114,0.0986894847021565,0.3615139733323943,0.21525488776108448,0.05195721046360709,-0.006266494736871674,0.14176376078555575,0.28857244618039335,0.2651974176527183,0.031436793586210696,0.42937081504114366,0.07788357744397652,0.3558951159511539,-0.017446508139481325,0.12378237474570462,0.031436793586210696,0.2461837218056729,0.14176376078555575,0.20912771758314114,0.2376327788707517,0.021457979981567447,0.16161801160742334,0.018043684710351376,0.21208762959734698
0.25470173766948656,0.21953742923528338,0.19640539590076173,0.06118559853255822,,0.2376327788707517,1.0,0.10649369606328411,0.011241870149220439,0.2447778534912732,0.2447778534912732,-0.11103325313006207,0.30374322854420127,0.26775827058091134,0.08689972322905892,0.20285601575274217,0.07338444687842278,0.21897018404023588,0.03362284952252088,-0.040091347977972154,0.3822562979189485,0.29322789006912964,0.2749222097374081,0.18736450248700734,0.059081986493853704,0.059081986493853704,0.11248414143635466,0.17634173055859803,0.007570449077049687,0.17634173055859803,0.04032790685155768,-0.12560810202955694,-0.049974275384836196,0.08689972322905892
0.23530542420472744,0.06698105143372365,0.004989874590434132,-0.07712617450935912,,0.28857244618039335,0.10649369606328411,1.0,0.141234590851859,0.15989432594822192,0.41903340593327126,0.030324785955697264,0.12225192746563623,0.2470930885078086,0.03497578764768018,-0.043061976932234125,0.10649369606328411,0.2627450980392157,0.06698105143372365,-0.016136144296923463,0.33144667201718764,0.05566548237581485,0.045417406411356366,0.141234590851859,0.09220653883956265,0.09220653883956265,0.1543929416838638,0.10649369606328411,0.030324785955697264,0.4439231599941394,-0.08496617760555311,0.12225192746563623,-0.025626124564282034,0.1289107601871641
0.07144959751904038,0.1285663409656821,0.11915517119686758,-0.10735015821076693,,0.14655066837164313,0.011241870149220439,0.141234590851859,1.0,0.16619548034271167,0.16619548034271167,0.06475148584780974,0.21096325392232293,0.08392611620403377,0.15491307486060252,0.03453685780763686,0.18736450248700734,0.33364113491091324,0.1285663409656821,0.16604009803261383,0.09930318631811388,0.26642718880177,0.08717614360289813,0.32211538461538464,0.16604009803261383,0.16604009803261383,0.18913041180372564,0.011241870149220439,0.3690834693325155,0.09930318631811388,-0.002463801649954511,0.11915517119686758,0.0645520801160809,0.15491307486060252
0.1811398138988905,0.19366257002812992,0.14206591516789555,0.09759319479203037,,0.4300041833451104,0.2447778534912732,0.15989432594822192,0.16619548034271167,1.0,0.18023255813953487,0.3168604651162791,0.14206591516789555,0.19158353744654288,-0.044257333889813656,0.17941618598976328,0.007570449077049687,0.15989432594822192,0.08657856071845808,0.22605867403538493,0.363381555698385,0.17941618598976328,0.2039252792877639,0.16619548034271167,0.11181396780244846,0.11181396780244846,0.0753104978228636,0.007570449077049687,0.18023255813953487,0.12617415128416146,-0.07963978098028483,0.018415951966208682,-0.011748748178828154,0.05479479433976929
