PC1_SA,nihtbx_total
-0.6042058822663909,24.0
-0.13214315789148756,24.0
-0.7161180883091633,28.0
1.41341995303919,28.0
-0.38878326598315516,28.0
-1.025852694289803,28.0
-0.42190395463204444,29.0
-0.9298127116619419,30.0
0.7095923517424652,30.0
-2.5479279716813457,30.0
1.250142003230236,31.0
-1.0575204755299135,31.0
-1.1851847349733504,32.0
-0.7960940676650519,32.0
0.4926961293554961,33.0
-1.9523262232445528,33.0
0.0002858991972281011,34.0
-0.009209379959341124,34.0
1.034623748932686,34.0
0.2723244402020839,35.0
1.0668673872743666,35.0
-0.15451250760862134,35.0
1.7065411954681613,35.0
0.11211425188983126,35.0
-2.637918375365952,35.0
-1.7496410323794633,35.0
0.15793800951269343,35.0
-0.48079145070832263,35.0
-1.7936677839681636,36.0
-0.5302609088075498,36.0
0.8392164373004842,36.0
-1.211871784998926,37.0
-2.016460517961903,37.0
-0.1979715884971629,37.0
-2.005038407485162,37.0
-0.6346203686216567,37.0
0.7548290434697122,37.0
-0.9673118325420764,38.0
-1.4485381181442278,38.0
-1.7426237783736676,38.0
-0.7919334828015443,38.0
-0.17036721401787647,38.0
-1.148806554002976,38.0
0.7402583472467201,38.0
0.9443480751031457,38.0
-1.5542459774339434,38.0
0.6564130223261593,39.0
1.427993525232921,39.0
-0.9548295523448886,40.0
-1.2554102432218404,41.0
0.5079292916678964,41.0
1.4302959882326238,41.0
-1.1932788927258342,41.0
0.06341010967774707,41.0
0.4624170391695812,41.0
-1.8352767854725978,41.0
-1.4097381760232486,41.0
-1.6478291072917848,42.0
0.8612097410876505,42.0
-0.33420519397626336,42.0
0.9258974609358264,42.0
0.7632176503212302,43.0
-1.4728725375188427,43.0
-1.1896971159728573,43.0
-1.7267907555361748,43.0
-1.9414785143703375,43.0
-1.3883376715274376,43.0
-0.49481993142647873,43.0
1.3969098448098194,43.0
0.053828604498858734,44.0
0.24978719771985114,44.0
1.4118147195716757,44.0
-0.7915977908203171,44.0
-1.2882717896144846,45.0
-1.8996773947284957,45.0
-1.9207553612138537,45.0
-0.0548503936206326,45.0
-0.8865916794566686,46.0
-0.49820852386368575,46.0
0.3414999216975194,46.0
-0.500770841314877,46.0
0.6958992158691544,46.0
-0.7857651119272426,46.0
-1.9440304186960584,47.0
-1.0339820641127067,47.0
-0.5523290138739445,48.0
0.7585999140474744,48.0
-0.03366221882374543,48.0
1.9379806716389263,48.0
-0.8372052121415035,48.0
-1.427592572290058,48.0
-0.08070903900118687,48.0
0.35578495162853896,49.0
-1.568528585375188,49.0
0.8398610856328435,49.0
-0.07753851090540342,49.0
-1.8185356407225677,49.0
-1.309929242236625,49.0
-1.0292268127675857,49.0
0.5907774604480696,50.0
0.7851060825207186,50.0
-1.0405311704286753,50.0
-0.030907620536473335,51.0
-0.1702809565382566,51.0
0.09080925489771419,51.0
-0.06717423936336564,51.0
-0.7036733807695654,51.0
0.04460490140059159,52.0
-0.8148355256606319,52.0
0.2509441726120789,52.0
-0.5868988508699635,52.0
2.483774724530437,53.0
0.9407197441890189,53.0
0.03689369434593415,53.0
0.3447099407048668,54.0
0.7725605074338104,54.0
1.0480941629991878,54.0
1.4744473820911663,54.0
1.7245265683622968,55.0
-1.8164914589150647,56.0
-0.6190140373089963,57.0
0.4439363760704711,57.0
-0.3978945947559298,57.0
1.5720909079430214,57.0
-0.345154856118016,57.0
0.12265101812347101,59.0
0.9794477338460759,60.0
1.6178563844256564,60.0
-0.3209952931639979,61.0
0.46782267245169784,61.0
-0.003225044847011471,63.0
2.1004065214274714,65.0
0.023955901653681444,66.0
0.23454732424575075,69.0
0.41496703448739547,72.0
1.6536430080823648,80.0
