rois,PT_sub_with_infranormal_dev_%,PT_sub_with_supranormal_dev_%,FT_sub_with_infranormal_dev_%,FT_sub_with_supranormal_dev_%
centile_WMV,6.106870229007633,8.396946564885496,4.432624113475177,5.673758865248227
centile_GMV,9.923664122137405,5.343511450381679,4.432624113475177,4.432624113475177
centile_sGMV,8.396946564885496,4.580152671755725,4.964539007092199,4.609929078014184
