rois,PT_sub_with_infranormal_dev_%,PT_sub_with_supranormal_dev_%,FT_sub_with_infranormal_dev_%,FT_sub_with_supranormal_dev_%
centile_CT_bankssts,5.343511450381679,7.633587786259542,3.546099290780142,4.787234042553192
centile_CT_caudalanteriorcingulate,0.0,19.083969465648856,5.49645390070922,4.078014184397164
centile_CT_caudalmiddlefrontal,4.580152671755725,3.816793893129771,1.0638297872340425,5.673758865248227
centile_CT_cuneus,0.7633587786259541,5.343511450381679,1.2411347517730498,4.964539007092199
centile_CT_entorhinal,2.2900763358778624,12.213740458015266,4.432624113475177,4.787234042553192
centile_CT_fusiform,7.633587786259542,3.0534351145038165,2.6595744680851063,4.964539007092199
centile_CT_inferiorparietal,2.2900763358778624,1.5267175572519083,0.1773049645390071,4.432624113475177
centile_CT_inferiortemporal,0.7633587786259541,6.870229007633588,1.2411347517730498,5.851063829787234
centile_CT_isthmuscingulate,1.5267175572519083,1.5267175572519083,2.8368794326241136,3.1914893617021276
centile_CT_lateraloccipital,0.0,2.2900763358778624,0.3546099290780142,3.900709219858156
centile_CT_lateralorbitofrontal,0.0,4.580152671755725,1.950354609929078,5.49645390070922
centile_CT_lingual,2.2900763358778624,11.450381679389313,3.0141843971631204,5.319148936170213
centile_CT_medialorbitofrontal,6.106870229007633,6.106870229007633,3.1914893617021276,5.49645390070922
centile_CT_middletemporal,1.5267175572519083,3.816793893129771,1.0638297872340425,5.673758865248227
centile_CT_parahippocampal,2.2900763358778624,6.106870229007633,4.078014184397164,4.964539007092199
centile_CT_paracentral,2.2900763358778624,16.030534351145036,3.368794326241135,4.787234042553192
centile_CT_parsopercularis,1.5267175572519083,14.50381679389313,2.304964539007092,4.432624113475177
centile_CT_parsorbitalis,2.2900763358778624,8.396946564885496,1.950354609929078,4.25531914893617
centile_CT_parstriangularis,0.7633587786259541,9.923664122137405,3.368794326241135,6.205673758865248
centile_CT_pericalcarine,1.5267175572519083,9.923664122137405,4.964539007092199,5.851063829787234
centile_CT_postcentral,0.7633587786259541,6.106870229007633,3.0141843971631204,5.49645390070922
centile_CT_posteriorcingulate,4.580152671755725,6.870229007633588,4.432624113475177,3.900709219858156
centile_CT_precentral,4.580152671755725,9.16030534351145,1.5957446808510638,4.609929078014184
centile_CT_precuneus,0.7633587786259541,4.580152671755725,3.0141843971631204,4.964539007092199
centile_CT_rostralanteriorcingulate,8.396946564885496,6.870229007633588,4.609929078014184,3.723404255319149
centile_CT_rostralmiddlefrontal,6.870229007633588,6.106870229007633,3.1914893617021276,6.73758865248227
centile_CT_superiorfrontal,3.816793893129771,6.870229007633588,2.4822695035460995,5.49645390070922
centile_CT_superiorparietal,1.5267175572519083,3.816793893129771,1.2411347517730498,5.673758865248227
centile_CT_superiortemporal,0.0,12.213740458015266,1.950354609929078,4.964539007092199
centile_CT_supramarginal,0.0,3.0534351145038165,0.7092198581560284,4.609929078014184
centile_CT_frontalpole,0.7633587786259541,2.2900763358778624,0.5319148936170213,4.25531914893617
centile_CT_temporalpole,0.0,15.267175572519085,3.0141843971631204,4.787234042553192
centile_CT_transversetemporal,0.7633587786259541,7.633587786259542,2.4822695035460995,5.319148936170213
centile_CT_insula,0.7633587786259541,12.213740458015266,4.964539007092199,4.432624113475177
