ROI,t_statistic,dof,Cohen_d,ci_lower,ci_upper,p_value,p_fdr
WMV,-4.685541393139969,199.0,0.5886303797776561,-47394.724470579014,-19318.009175552048,5.168637682118574e-06,6.891516909491432e-06
GMV,-5.298139821089062,199.0,0.5858642888578688,-46750.23404738595,-21388.966371633,3.0880749585266957e-07,6.176149917053391e-07
sGMV,-9.215580430020482,199.0,1.1343184801876747,-7390.031677951745,-4784.843178809675,4.4766250659474875e-17,1.790650026378995e-16
meanCT2,-2.4230468739060638,199.0,0.3532715328720587,-0.05155222785647752,-0.005291170278105023,0.016286004475660452,0.016286004475660452
